#nT = 49 nRho= 80
#logT [K],logRho [g/cc],logP [barye],logE [erg/g],logS [erg/g/K]
2.96000000,-6.45000000,4.06165967,10.88031729,8.94990856
2.96000000,-6.40000000,4.11165966,10.88031728,8.94789162
2.96000000,-6.35000000,4.16165965,10.88031727,8.94587128
2.96000000,-6.30000000,4.21165965,10.88031727,8.94384631
2.96000000,-6.25000000,4.26165964,10.88031726,8.94182021
2.96000000,-6.20000000,4.31165964,10.88031725,8.93979057
2.96000000,-6.15000000,4.36165964,10.88031725,8.93775200
2.96000000,-6.10000000,4.41165963,10.88031724,8.93569934
2.96000000,-6.05000000,4.46165963,10.88031724,8.93363403
2.96000000,-6.00000000,4.51165963,10.88031724,8.93155728
2.96000000,-5.95000000,4.56165962,10.88031723,8.92946830
2.96000000,-5.90000000,4.61165962,10.88031723,8.92736619
2.96000000,-5.85000000,4.66165962,10.88031723,8.92524865
2.96000000,-5.80000000,4.71165962,10.88031723,8.92311785
2.96000000,-5.75000000,4.76165962,10.88031722,8.92097755
2.96000000,-5.70000000,4.81165961,10.88031722,8.91883146
2.96000000,-5.65000000,4.86165961,10.88031722,8.91668021
2.96000000,-5.60000000,4.91165961,10.88031722,8.91452123
2.96000000,-5.55000000,4.96165961,10.88031722,8.91235201
2.96000000,-5.50000000,5.01165961,10.88031722,8.91017018
2.96000000,-5.45000000,5.06165961,10.88031721,8.90797749
2.96000000,-5.40000000,5.11165961,10.88031721,8.90577345
2.96000000,-5.35000000,5.16165961,10.88031721,8.90355577
2.96000000,-5.30000000,5.21165961,10.88031721,8.90132202
2.96000000,-5.25000000,5.26165961,10.88031721,8.89906858
2.96000000,-5.20000000,5.31165961,10.88031721,8.89679947
2.96000000,-5.15000000,5.36165961,10.88031721,8.89452111
2.96000000,-5.10000000,5.41165958,10.88031721,8.89223982
2.96000000,-5.05000000,5.46165906,10.88031721,8.88995706
2.96000000,-5.00000000,5.51165846,10.88031721,8.88766823
2.96000000,-4.95000000,5.56165856,10.88031721,8.88536856
2.96000000,-4.90000000,5.61166004,10.88031721,8.88305358
2.96000000,-4.85000000,5.66166129,10.88031721,8.88072604
2.96000000,-4.80000000,5.71166334,10.88031721,8.87838563
2.96000000,-4.75000000,5.76166860,10.88031721,8.87602908
2.96000000,-4.70000000,5.81167957,10.88031721,8.87365305
2.96000000,-4.65000000,5.86169961,10.88031721,8.87125433
2.96000000,-4.60000000,5.91172452,10.88031721,8.86883694
2.96000000,-4.55000000,5.96174789,10.88031721,8.86640676
2.96000000,-4.50000000,6.01176333,10.88031721,8.86396950
2.96000000,-4.45000000,6.06176842,10.88031721,8.86152445
2.96000000,-4.40000000,6.11176858,10.88031721,8.85906909
2.96000000,-4.35000000,6.16177017,10.88031721,8.85660231
2.96000000,-4.30000000,6.21177933,10.88031721,8.85412321
2.96000000,-4.25000000,6.26179559,10.88031721,8.85163506
2.96000000,-4.20000000,6.31181616,10.88031721,8.84913529
2.96000000,-4.15000000,6.36183956,10.88031721,8.84661856
2.96000000,-4.10000000,6.41186428,10.88031722,8.84407957
2.96000000,-4.05000000,6.46188941,10.88031746,8.84151661
3.01000000,-8.00000000,2.56165898,10.93249383,9.01432534
3.01000000,-7.95000000,2.61165898,10.93249429,9.01251494
3.01000000,-7.90000000,2.66165952,10.93249483,9.01069914
3.01000000,-7.85000000,2.71166036,10.93249542,9.00887703
3.01000000,-7.80000000,2.76166115,10.93249605,9.00704717
3.01000000,-7.75000000,2.81166155,10.93249672,9.00520804
3.01000000,-7.70000000,2.86166153,10.93249741,9.00335802
3.01000000,-7.65000000,2.91166128,10.93249814,9.00149915
3.01000000,-7.60000000,2.96166097,10.93249889,8.99963444
3.01000000,-7.55000000,3.01166077,10.93249966,8.99776699
3.01000000,-7.50000000,3.06166064,10.93250046,8.99589945
3.01000000,-7.45000000,3.11166053,10.93250127,8.99402789
3.01000000,-7.40000000,3.16166043,10.93250209,8.99214675
3.01000000,-7.35000000,3.21166034,10.93250295,8.99025050
3.01000000,-7.30000000,3.26166026,10.93250404,8.98833748
3.01000000,-7.25000000,3.31166019,10.93250518,8.98641170
3.01000000,-7.20000000,3.36166012,10.93250601,8.98447757
3.01000000,-7.15000000,3.41166007,10.93250619,8.98253951
3.01000000,-7.10000000,3.46166002,10.93250613,8.98059940
3.01000000,-7.05000000,3.51165997,10.93250607,8.97865327
3.01000000,-7.00000000,3.56165993,10.93250602,8.97669628
3.01000000,-6.95000000,3.61165990,10.93250601,8.97472338
3.01000000,-6.90000000,3.66165986,10.93250680,8.97272817
3.01000000,-6.85000000,3.71165984,10.93250815,8.97071848
3.01000000,-6.80000000,3.76165981,10.93250933,8.96870628
3.01000000,-6.75000000,3.81165979,10.93250967,8.96670320
3.01000000,-6.70000000,3.86165977,10.93250964,8.96470793
3.01000000,-6.65000000,3.91165975,10.93250962,8.96271551
3.01000000,-6.60000000,3.96165973,10.93250960,8.96072378
3.01000000,-6.55000000,4.01165972,10.93250958,8.95873065
3.01000000,-6.50000000,4.06165971,10.93250956,8.95673670
3.01000000,-6.45000000,4.11165970,10.93250955,8.95474251
3.01000000,-6.40000000,4.16165969,10.93250954,8.95274787
3.01000000,-6.35000000,4.21165968,10.93250953,8.95075290
3.01000000,-6.30000000,4.26165967,10.93250952,8.94876327
3.01000000,-6.25000000,4.31165966,10.93250951,8.94677401
3.01000000,-6.20000000,4.36165965,10.93250950,8.94477568
3.01000000,-6.15000000,4.41165965,10.93250949,8.94275912
3.01000000,-6.10000000,4.46165964,10.93250948,8.94072452
3.01000000,-6.05000000,4.51165964,10.93250948,8.93867614
3.01000000,-6.00000000,4.56165964,10.93250947,8.93661659
3.01000000,-5.95000000,4.61165963,10.93250947,8.93454832
3.01000000,-5.90000000,4.66165963,10.93250946,8.93247008
3.01000000,-5.85000000,4.71165963,10.93250946,8.93038149
3.01000000,-5.80000000,4.76165962,10.93250946,8.92828351
3.01000000,-5.75000000,4.81165962,10.93250946,8.92617716
3.01000000,-5.70000000,4.86165962,10.93250945,8.92406371
3.01000000,-5.65000000,4.91165962,10.93250945,8.92194140
3.01000000,-5.60000000,4.96165962,10.93250945,8.91980759
3.01000000,-5.55000000,5.01165961,10.93250948,8.91765967
3.01000000,-5.50000000,5.06165961,10.93251031,8.91549690
3.01000000,-5.45000000,5.11165961,10.93251170,8.91332100
3.01000000,-5.40000000,5.16165961,10.93251291,8.91113379
3.01000000,-5.35000000,5.21165961,10.93251328,8.90893698
3.01000000,-5.30000000,5.26165961,10.93251328,8.90672948
3.01000000,-5.25000000,5.31165961,10.93251328,8.90451115
3.01000000,-5.20000000,5.36165961,10.93251328,8.90228295
3.01000000,-5.15000000,5.41165962,10.93251327,8.90004581
3.01000000,-5.10000000,5.46165981,10.93251327,8.89779966
3.01000000,-5.05000000,5.51166003,10.93251327,8.89554393
3.01000000,-5.00000000,5.56165999,10.93251327,8.89327823
3.01000000,-4.95000000,5.61165923,10.93251327,8.89100237
3.01000000,-4.90000000,5.66165465,10.93251327,8.88872023
3.01000000,-4.85000000,5.71164915,10.93251327,8.88642841
3.01000000,-4.80000000,5.76164803,10.93251327,8.88412040
3.01000000,-4.75000000,5.81165672,10.93251327,8.88178957
3.01000000,-4.70000000,5.86167991,10.93251327,8.87943109
3.01000000,-4.65000000,5.91171076,10.93251327,8.87705196
3.01000000,-4.60000000,5.96173952,10.93251327,8.87466184
3.01000000,-4.55000000,6.01175651,10.93251327,8.87227020
3.01000000,-4.50000000,6.06175809,10.93251327,8.86987796
3.01000000,-4.45000000,6.11175245,10.93251327,8.86747932
3.01000000,-4.40000000,6.16174915,10.93251327,8.86506919
3.01000000,-4.35000000,6.21175757,10.93251327,8.86264279
3.01000000,-4.30000000,6.26177884,10.93251327,8.86020347
3.01000000,-4.25000000,6.31180712,10.93251327,8.85775053
3.01000000,-4.20000000,6.36183707,10.93251327,8.85527988
3.01000000,-4.15000000,6.41186348,10.93251326,8.85278731
3.01000000,-4.10000000,6.46188557,10.93251310,8.85026903
3.01000000,-4.05000000,6.51190674,10.93251283,8.84772996
3.06000000,-8.00000000,2.61166426,10.98535254,9.01847977
3.06000000,-7.95000000,2.66166375,10.98535189,9.01669432
3.06000000,-7.90000000,2.71166330,10.98535132,9.01490199
3.06000000,-7.85000000,2.76166290,10.98535081,9.01309961
3.06000000,-7.80000000,2.81166254,10.98535036,9.01128383
3.06000000,-7.75000000,2.86166222,10.98534995,9.00945024
3.06000000,-7.70000000,2.91166194,10.98534959,9.00760408
3.06000000,-7.65000000,2.96166168,10.98534927,9.00575351
3.06000000,-7.60000000,3.01166146,10.98534898,9.00390665
3.06000000,-7.55000000,3.06166125,10.98534873,9.00206690
3.06000000,-7.50000000,3.11166107,10.98534850,9.00022711
3.06000000,-7.45000000,3.16166091,10.98534830,8.99837871
3.06000000,-7.40000000,3.21166077,10.98534811,8.99651329
3.06000000,-7.35000000,3.26166064,10.98534795,8.99462953
3.06000000,-7.30000000,3.31166053,10.98534781,8.99273262
3.06000000,-7.25000000,3.36166043,10.98534768,8.99082741
3.06000000,-7.20000000,3.41166034,10.98534757,8.98891871
3.06000000,-7.15000000,3.46166026,10.98534747,8.98700816
3.06000000,-7.10000000,3.51166019,10.98534737,8.98509178
3.06000000,-7.05000000,3.56166012,10.98534729,8.98316503
3.06000000,-7.00000000,3.61166007,10.98534722,8.98122314
3.06000000,-6.95000000,3.66166002,10.98534716,8.97925951
3.06000000,-6.90000000,3.71165997,10.98534710,8.97728201
3.06000000,-6.85000000,3.76165993,10.98534705,8.97530284
3.06000000,-6.80000000,3.81165990,10.98534700,8.97333386
3.06000000,-6.75000000,3.86165986,10.98534696,8.97137438
3.06000000,-6.70000000,3.91165984,10.98534693,8.96941876
3.06000000,-6.65000000,3.96165981,10.98534689,8.96746370
3.06000000,-6.60000000,4.01165979,10.98534687,8.96550604
3.06000000,-6.55000000,4.06165977,10.98534684,8.96354687
3.06000000,-6.50000000,4.11165975,10.98534682,8.96158689
3.06000000,-6.45000000,4.16165973,10.98534680,8.95962543
3.06000000,-6.40000000,4.21165972,10.98534678,8.95766216
3.06000000,-6.35000000,4.26165971,10.98534676,8.95570192
3.06000000,-6.30000000,4.31165970,10.98534675,8.95374068
3.06000000,-6.25000000,4.36165969,10.98534674,8.95177056
3.06000000,-6.20000000,4.41165968,10.98534672,8.94978380
3.06000000,-6.15000000,4.46165967,10.98534671,8.94777935
3.06000000,-6.10000000,4.51165966,10.98534671,8.94576184
3.06000000,-6.05000000,4.56165965,10.98534670,8.94373547
3.06000000,-6.00000000,4.61165965,10.98534669,8.94170437
3.06000000,-5.95000000,4.66165964,10.98534668,8.93966991
3.06000000,-5.90000000,4.71165964,10.98534668,8.93762868
3.06000000,-5.85000000,4.76165964,10.98534667,8.93557681
3.06000000,-5.80000000,4.81165963,10.98534667,8.93351056
3.06000000,-5.75000000,4.86165963,10.98534666,8.93143041
3.06000000,-5.70000000,4.91165963,10.98534666,8.92933761
3.06000000,-5.65000000,4.96165962,10.98534666,8.92723240
3.06000000,-5.60000000,5.01165962,10.98534665,8.92511483
3.06000000,-5.55000000,5.06165962,10.98534665,8.92298216
3.06000000,-5.50000000,5.11165962,10.98534665,8.92083645
3.06000000,-5.45000000,5.16165962,10.98534665,8.91868188
3.06000000,-5.40000000,5.21165961,10.98534665,8.91652261
3.06000000,-5.35000000,5.26165961,10.98534664,8.91436041
3.06000000,-5.30000000,5.31165961,10.98534664,8.91219152
3.06000000,-5.25000000,5.36165961,10.98534664,8.91001141
3.06000000,-5.20000000,5.41165961,10.98534664,8.90781556
3.06000000,-5.15000000,5.46165961,10.98534664,8.90560180
3.06000000,-5.10000000,5.51165961,10.98534664,8.90337404
3.06000000,-5.05000000,5.56165961,10.98534664,8.90113715
3.06000000,-5.00000000,5.61165947,10.98534664,8.89889604
3.06000000,-4.95000000,5.66165685,10.98534664,8.89665443
3.06000000,-4.90000000,5.71165383,10.98534664,8.89440649
3.06000000,-4.85000000,5.76165435,10.98534664,8.89214423
3.06000000,-4.80000000,5.81166244,10.98534663,8.88985968
3.06000000,-4.75000000,5.86168154,10.98534663,8.88754931
3.06000000,-4.70000000,5.91170661,10.98534663,8.88521977
3.06000000,-4.65000000,5.96173051,10.98534663,8.88287905
3.06000000,-4.60000000,6.01174617,10.98534663,8.88053503
3.06000000,-4.55000000,6.06175129,10.98534663,8.87818840
3.06000000,-4.50000000,6.11175154,10.98534663,8.87583437
3.06000000,-4.45000000,6.16175329,10.98534663,8.87346878
3.06000000,-4.40000000,6.21176275,10.98534663,8.87108772
3.06000000,-4.35000000,6.26178000,10.98534663,8.86869403
3.06000000,-4.30000000,6.31180174,10.98534663,8.86628702
3.06000000,-4.25000000,6.36182554,10.98534663,8.86386309
3.06000000,-4.20000000,6.41184907,10.98534663,8.86141849
3.06000000,-4.15000000,6.46187332,10.98534663,8.85894896
3.06000000,-4.10000000,6.51189864,10.98534663,8.85645963
3.06000000,-4.05000000,6.56192429,10.98534663,8.85395827
3.11000000,-8.00000000,2.66165574,11.03866035,9.02252127
3.11000000,-7.95000000,2.71164143,11.03868115,9.02074520
3.11000000,-7.90000000,2.76162801,11.03870016,9.01896236
3.11000000,-7.85000000,2.81162050,11.03871732,9.01717618
3.11000000,-7.80000000,2.86161917,11.03873319,9.01538712
3.11000000,-7.75000000,2.91162119,11.03874782,9.01359295
3.11000000,-7.70000000,2.96162424,11.03876097,9.01179158
3.11000000,-7.65000000,3.01162612,11.03877241,9.00998098
3.11000000,-7.60000000,3.06162694,11.03878307,9.00816111
3.11000000,-7.55000000,3.11162774,11.03879280,9.00633292
3.11000000,-7.50000000,3.16162909,11.03880084,9.00449704
3.11000000,-7.45000000,3.21163159,11.03880644,9.00265421
3.11000000,-7.40000000,3.26163616,11.03880973,9.00080627
3.11000000,-7.35000000,3.31164169,11.03881213,8.99895114
3.11000000,-7.30000000,3.36164646,11.03881506,8.99708535
3.11000000,-7.25000000,3.41164874,11.03882041,8.99520535
3.11000000,-7.20000000,3.46164788,11.03883699,8.99330777
3.11000000,-7.15000000,3.51164532,11.03886010,8.99139704
3.11000000,-7.10000000,3.56164279,11.03887935,8.98947966
3.11000000,-7.05000000,3.61164198,11.03888484,8.98756157
3.11000000,-7.00000000,3.66164303,11.03888144,8.98563686
3.11000000,-6.95000000,3.71164495,11.03887586,8.98370751
3.11000000,-6.90000000,3.76164687,11.03887096,8.98178106
3.11000000,-6.85000000,3.81164794,11.03886972,8.97986507
3.11000000,-6.80000000,3.86164819,11.03887653,8.97796238
3.11000000,-6.75000000,3.91164802,11.03888921,8.97606642
3.11000000,-6.70000000,3.96164774,11.03890339,8.97416947
3.11000000,-6.65000000,4.01164760,11.03891489,8.97226420
3.11000000,-6.60000000,4.06164738,11.03892493,8.97035386
3.11000000,-6.55000000,4.11164713,11.03893467,8.96843942
3.11000000,-6.50000000,4.16164714,11.03894369,8.96651813
3.11000000,-6.45000000,4.21164771,11.03895156,8.96458726
3.11000000,-6.40000000,4.26164913,11.03895850,8.96264594
3.11000000,-6.35000000,4.31165098,11.03896481,8.96069620
3.11000000,-6.30000000,4.36165270,11.03897063,8.95874035
3.11000000,-6.25000000,4.41165373,11.03897607,8.95678082
3.11000000,-6.20000000,4.46165401,11.03898103,8.95482107
3.11000000,-6.15000000,4.51165388,11.03898563,8.95285680
3.11000000,-6.10000000,4.56165363,11.03899013,8.95088137
3.11000000,-6.05000000,4.61165353,11.03899478,8.94888815
3.11000000,-6.00000000,4.66165352,11.03899974,8.94687429
3.11000000,-5.95000000,4.71165352,11.03900474,8.94484531
3.11000000,-5.90000000,4.76165351,11.03900943,8.94280781
3.11000000,-5.85000000,4.81165350,11.03901349,8.94076829
3.11000000,-5.80000000,4.86165350,11.03901769,8.93872828
3.11000000,-5.75000000,4.91165349,11.03902166,8.93668303
3.11000000,-5.70000000,4.96165349,11.03902447,8.93462761
3.11000000,-5.65000000,5.01165349,11.03902472,8.93255720
3.11000000,-5.60000000,5.06165348,11.03901342,8.93047155
3.11000000,-5.55000000,5.11165348,11.03899462,8.92837312
3.11000000,-5.50000000,5.16165348,11.03897810,8.92626367
3.11000000,-5.45000000,5.21165348,11.03897313,8.92414492
3.11000000,-5.40000000,5.26165347,11.03897410,8.92201589
3.11000000,-5.35000000,5.31165347,11.03897593,8.91987636
3.11000000,-5.30000000,5.36165347,11.03897802,8.91772706
3.11000000,-5.25000000,5.41165347,11.03897979,8.91556875
3.11000000,-5.20000000,5.46165347,11.03898138,8.91340192
3.11000000,-5.15000000,5.51165347,11.03898297,8.91122560
3.11000000,-5.10000000,5.56165347,11.03898455,8.90903854
3.11000000,-5.05000000,5.61165332,11.03898614,8.90683962
3.11000000,-5.00000000,5.66165052,11.03898773,8.90463018
3.11000000,-4.95000000,5.71164731,11.03898932,8.90240943
3.11000000,-4.90000000,5.76164786,11.03899091,8.90017532
3.11000000,-4.85000000,5.81165650,11.03899252,8.89792560
3.11000000,-4.80000000,5.86167717,11.03899451,8.89565689
3.11000000,-4.75000000,5.91170425,11.03899656,8.89337292
3.11000000,-4.70000000,5.96172963,11.03899807,8.89107965
3.11000000,-4.65000000,6.01174534,11.03899849,8.88878313
3.11000000,-4.60000000,6.06174985,11.03899849,8.88648683
3.11000000,-4.55000000,6.11174864,11.03899849,8.88418454
3.11000000,-4.50000000,6.16174711,11.03899849,8.88186822
3.11000000,-4.45000000,6.21175044,11.03899856,8.87952992
3.11000000,-4.40000000,6.26175664,11.03899994,8.87716780
3.11000000,-4.35000000,6.31176473,11.03900224,8.87478709
3.11000000,-4.30000000,6.36177613,11.03900426,8.87239316
3.11000000,-4.25000000,6.41179227,11.03900487,8.86999115
3.11000000,-4.20000000,6.46181476,11.03900487,8.86758010
3.11000000,-4.15000000,6.51184145,11.03900487,8.86515797
3.11000000,-4.10000000,6.56186920,11.03900487,8.86272425
3.11000000,-4.05000000,6.61189480,11.03900510,8.86027860
3.16000000,-8.00000000,2.71158726,11.09442245,9.02676052
3.16000000,-7.95000000,2.76156565,11.09435377,9.02499505
3.16000000,-7.90000000,2.81155513,11.09428899,9.02323065
3.16000000,-7.85000000,2.86155692,11.09422773,9.02146993
3.16000000,-7.80000000,2.91156554,11.09416984,9.01970771
3.16000000,-7.75000000,2.96157586,11.09411521,9.01793762
3.16000000,-7.70000000,3.01158302,11.09406369,9.01615338
3.16000000,-7.65000000,3.06158898,11.09401446,9.01435392
3.16000000,-7.60000000,3.11159455,11.09396774,9.01254316
3.16000000,-7.55000000,3.16159820,11.09392416,9.01072481
3.16000000,-7.50000000,3.21159828,11.09388418,9.00890257
3.16000000,-7.45000000,3.26159207,11.09384415,9.00707846
3.16000000,-7.40000000,3.31158274,11.09380616,9.00524875
3.16000000,-7.35000000,3.36157536,11.09377506,9.00340868
3.16000000,-7.30000000,3.41157499,11.09375548,9.00155338
3.16000000,-7.25000000,3.46158356,11.09374417,8.99967800
3.16000000,-7.20000000,3.51159679,11.09373591,8.99778889
3.16000000,-7.15000000,3.56160967,11.09372729,8.99589537
3.16000000,-7.10000000,3.61161728,11.09371468,8.99400612
3.16000000,-7.05000000,3.66161913,11.09369245,8.99211474
3.16000000,-7.00000000,3.71161818,11.09366526,8.99022223
3.16000000,-6.95000000,3.76161698,11.09364111,8.98833605
3.16000000,-6.90000000,3.81161799,11.09362756,8.98646378
3.16000000,-6.85000000,3.86162110,11.09361999,8.98461062
3.16000000,-6.80000000,3.91162512,11.09361417,8.98276780
3.16000000,-6.75000000,3.96162935,11.09360955,8.98092350
3.16000000,-6.70000000,4.01163313,11.09360561,8.97906648
3.16000000,-6.65000000,4.06163714,11.09360171,8.97720173
3.16000000,-6.60000000,4.11164114,11.09359821,8.97533069
3.16000000,-6.55000000,4.16164424,11.09359582,8.97344908
3.16000000,-6.50000000,4.21164551,11.09359520,8.97155249
3.16000000,-6.45000000,4.26164415,11.09359639,8.96963671
3.16000000,-6.40000000,4.31164133,11.09359875,8.96770732
3.16000000,-6.35000000,4.36163872,11.09360167,8.96577246
3.16000000,-6.30000000,4.41163798,11.09360462,8.96384034
3.16000000,-6.25000000,4.46163922,11.09360886,8.96191615
3.16000000,-6.20000000,4.51164149,11.09361376,8.95999115
3.16000000,-6.15000000,4.56164399,11.09361768,8.95805381
3.16000000,-6.10000000,4.61164595,11.09361910,8.95609260
3.16000000,-6.05000000,4.66164747,11.09361934,8.95410183
3.16000000,-6.00000000,4.71164888,11.09361946,8.95209177
3.16000000,-5.95000000,4.76165024,11.09361962,8.95007523
3.16000000,-5.90000000,4.81165166,11.09362002,8.94806480
3.16000000,-5.85000000,4.86165317,11.09362206,8.94606291
3.16000000,-5.80000000,4.91165469,11.09362514,8.94406092
3.16000000,-5.75000000,4.96165613,11.09362777,8.94205023
3.16000000,-5.70000000,5.01165740,11.09362778,8.94002259
3.16000000,-5.65000000,5.06165846,11.09361074,8.93797968
3.16000000,-5.60000000,5.11165939,11.09358239,8.93592405
3.16000000,-5.55000000,5.16166028,11.09355747,8.93385557
3.16000000,-5.50000000,5.21166123,11.09355000,8.93177391
3.16000000,-5.45000000,5.26166226,11.09355219,8.92967585
3.16000000,-5.40000000,5.31166331,11.09355612,8.92756404
3.16000000,-5.35000000,5.36166427,11.09356029,8.92544354
3.16000000,-5.30000000,5.41166506,11.09356324,8.92331938
3.16000000,-5.25000000,5.46166564,11.09356573,8.92119305
3.16000000,-5.20000000,5.51166609,11.09356802,8.91906058
3.16000000,-5.15000000,5.56166650,11.09356961,8.91691764
3.16000000,-5.10000000,5.61166685,11.09357004,8.91476003
3.16000000,-5.05000000,5.66166525,11.09357001,8.91258832
3.16000000,-5.00000000,5.71166333,11.09356996,8.91040395
3.16000000,-4.95000000,5.76166423,11.09356987,8.90820715
3.16000000,-4.90000000,5.81167120,11.09356975,8.90599803
3.16000000,-4.85000000,5.86168735,11.09356925,8.90377433
3.16000000,-4.80000000,5.91170831,11.09356850,8.90153769
3.16000000,-4.75000000,5.96172776,11.09356787,8.89929151
3.16000000,-4.70000000,6.01173948,11.09356782,8.89703925
3.16000000,-4.65000000,6.06174260,11.09357085,8.89478376
3.16000000,-4.60000000,6.11174110,11.09357588,8.89252068
3.16000000,-4.55000000,6.16173868,11.09358030,8.89024395
3.16000000,-4.50000000,6.21173877,11.09358153,8.88794754
3.16000000,-4.45000000,6.26173845,11.09357937,8.88562935
3.16000000,-4.40000000,6.31173845,11.09357578,8.88329390
3.16000000,-4.35000000,6.36174233,11.09357263,8.88094633
3.16000000,-4.30000000,6.41175366,11.09357175,8.87859165
3.16000000,-4.25000000,6.46177399,11.09357333,8.87622958
3.16000000,-4.20000000,6.51180012,11.09357605,8.87385759
3.16000000,-4.15000000,6.56182818,11.09357863,8.87147411
3.16000000,-4.10000000,6.61185433,11.09357986,8.86907777
3.16000000,-4.05000000,6.66187774,11.09358010,8.86667144
3.21000000,-8.00000000,2.76175751,11.15487629,9.03151885
3.21000000,-7.95000000,2.81173688,11.15450762,9.02975630
3.21000000,-7.90000000,2.86173314,11.15415970,9.02798546
3.21000000,-7.85000000,2.91173945,11.15383165,9.02620819
3.21000000,-7.80000000,2.96174802,11.15352351,9.02442672
3.21000000,-7.75000000,3.01175161,11.15323507,9.02264342
3.21000000,-7.70000000,3.06175611,11.15296097,9.02086106
3.21000000,-7.65000000,3.11176017,11.15270205,9.01907596
3.21000000,-7.60000000,3.16175671,11.15246222,9.01728263
3.21000000,-7.55000000,3.21173818,11.15224525,9.01547554
3.21000000,-7.50000000,3.26169279,11.15204895,9.01365227
3.21000000,-7.45000000,3.31163463,11.15186798,9.01181754
3.21000000,-7.40000000,3.36158582,11.15169793,9.00997706
3.21000000,-7.35000000,3.41156845,11.15153432,9.00813638
3.21000000,-7.30000000,3.46159112,11.15137375,9.00629549
3.21000000,-7.25000000,3.51163506,11.15122000,9.00445149
3.21000000,-7.20000000,3.56167813,11.15107848,9.00260239
3.21000000,-7.15000000,3.61169865,11.15095443,9.00074579
3.21000000,-7.10000000,3.66169467,11.15084706,8.99887328
3.21000000,-7.05000000,3.71167911,11.15075004,8.99699329
3.21000000,-7.00000000,3.76166310,11.15065739,8.99512043
3.21000000,-6.95000000,3.81165743,11.15056326,8.99326924
3.21000000,-6.90000000,3.86166179,11.15046738,8.99144483
3.21000000,-6.85000000,3.91167085,11.15037290,8.98963472
3.21000000,-6.80000000,3.96168119,11.15028224,8.98782453
3.21000000,-6.75000000,4.01168963,11.15019754,8.98600059
3.21000000,-6.70000000,4.06169917,11.15011460,8.98416860
3.21000000,-6.65000000,4.11170887,11.15003509,8.98233065
3.21000000,-6.60000000,4.16171493,11.14996410,8.98048222
3.21000000,-6.55000000,4.21171347,11.14990641,8.97861875
3.21000000,-6.50000000,4.26170087,11.14985835,8.97673793
3.21000000,-6.45000000,4.31168227,11.14981632,8.97484381
3.21000000,-6.40000000,4.36166504,11.14977924,8.97294148
3.21000000,-6.35000000,4.41165638,11.14974613,8.97103601
3.21000000,-6.30000000,4.46165691,11.14971815,8.96912942
3.21000000,-6.25000000,4.51166237,11.14969339,8.96721727
3.21000000,-6.20000000,4.56166914,11.14966849,8.96529431
3.21000000,-6.15000000,4.61167377,11.14964002,8.96335516
3.21000000,-6.10000000,4.66167689,11.14960524,8.96139537
3.21000000,-6.05000000,4.71167976,11.14956789,8.95942123
3.21000000,-6.00000000,4.76168256,11.14953327,8.95744163
3.21000000,-5.95000000,4.81168546,11.14950649,8.95546539
3.21000000,-5.90000000,4.86168854,11.14948672,8.95349548
3.21000000,-5.85000000,4.91169165,11.14946999,8.95152475
3.21000000,-5.80000000,4.96169459,11.14945319,8.94954503
3.21000000,-5.75000000,5.01169718,11.14943310,8.94754847
3.21000000,-5.70000000,5.06169935,11.14940540,8.94553658
3.21000000,-5.65000000,5.11170125,11.14937505,8.94351183
3.21000000,-5.60000000,5.16170308,11.14934976,8.94147427
3.21000000,-5.55000000,5.21170501,11.14933680,8.93942373
3.21000000,-5.50000000,5.26170713,11.14933094,8.93735710
3.21000000,-5.45000000,5.31170926,11.14932688,8.93527686
3.21000000,-5.40000000,5.36171122,11.14932299,8.93318779
3.21000000,-5.35000000,5.41171284,11.14931769,8.93109453
3.21000000,-5.30000000,5.46171402,11.14931108,8.92899635
3.21000000,-5.25000000,5.51171494,11.14930362,8.92689140
3.21000000,-5.20000000,5.56171578,11.14929536,8.92477909
3.21000000,-5.15000000,5.61171671,11.14928632,8.92265903
3.21000000,-5.10000000,5.66171748,11.14927579,8.92053366
3.21000000,-5.05000000,5.71171823,11.14926403,8.91840100
3.21000000,-5.00000000,5.76171927,11.14925174,8.91625698
3.21000000,-4.95000000,5.81172095,11.14923942,8.91409768
3.21000000,-4.90000000,5.86172361,11.14922400,8.91192323
3.21000000,-4.85000000,5.91172677,11.14920786,8.90973527
3.21000000,-4.80000000,5.96172977,11.14919585,8.90753466
3.21000000,-4.75000000,6.01173194,11.14919277,8.90532208
3.21000000,-4.70000000,6.06173286,11.14919897,8.90309493
3.21000000,-4.65000000,6.11173325,11.14920926,8.90085485
3.21000000,-4.60000000,6.16173402,11.14921829,8.89860559
3.21000000,-4.55000000,6.21173595,11.14922037,8.89635101
3.21000000,-4.50000000,6.26173718,11.14920605,8.89409508
3.21000000,-4.45000000,6.31173891,11.14918227,8.89183228
3.21000000,-4.40000000,6.36174395,11.14916140,8.88955455
3.21000000,-4.35000000,6.41175507,11.14915519,8.88725384
3.21000000,-4.30000000,6.46177326,11.14915776,8.88492644
3.21000000,-4.25000000,6.51179623,11.14916253,8.88257920
3.21000000,-4.20000000,6.56182134,11.14916795,8.88022047
3.21000000,-4.15000000,6.61184610,11.14917249,8.87785846
3.21000000,-4.10000000,6.66187147,11.14917645,8.87549395
3.21000000,-4.05000000,6.71189792,11.14918037,8.87312187
